OBJECTID_12_13_14_15_16,OBJECTID,TRACT,TRACTCE10,GEOID10,NAME10,NAMELSAD10,ACRES_TOTA,WATER,SHAPE_Leng,TC_ID,OBJECTID_1,TRACT_1,TRACTCE10_1,GEOID10_1,NAME10_1,NAMELSAD10_1,ACRES_TOTAL,PCT_PEOPLE_OF_COLOR,PTL_PEOPLE_OF_COLOR,PCT_ENGLISH_LESSTHAN_VERY_WELL,PTL_ENGLISH_LESSTHAN_VERY_WELL,PCT_FOREIGN_BORN,PTL_FOREIGN_BORN,PCT_POP_INC_UNDER_200_POVERTY,PTL_POP_INC_UNDER_200_POVERTY,PCT_LESS_BACHELOR_DEGREE,PTL_LESS_BACHELOR_DEGREE,PCT_ADULTNOLEISUREPHYSACTIVITY,PCT_ADULT_WITH_DIABETES,PCT_ADULT_OBESE,PCT_ADULTMENTALHEALTHNOTGOOD,PCT_ADULT_WITH_ASTHMA,PCT_ADULT_WITH_DISABILITIES,PCT_LOW_LIFE_EXPECT_AT_BIRTH,PTL_ADULTNOLEISUREPHYSACTIVITY,PTL_ADULT_DIAGNOSED_DIABETES,PTL_ADULT_OBESE,PTL_ADULTMENTALHEALTHNOTGOOD,PTL_ADULT_WITH_ASTHMA,PTL_ADULT_WITH_DISABILITIES,PTL_LOW_LIFE_EXPECT_AT_BIRTH,COMPOSITE_PERCENTILE,COMPOSITE_QUINTILE,RACE_ELL_ORIGINS_PERCENTILE,RACE_ELL_ORIGINS_QUINTILE,SOCIOECONOMIC_PERCENTILE,SOCIOECONOMIC_QUINTILE,HEALTH_PERCENTILE,HEALTH_QUINTILE,RSE_Priority_Rank,OBJECTID_12,TC_ID_1,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,TC_Land_A_1,Gain,Loss,No_Change,TreeCanopy_2016_Area,TreeCanopy_2021_Area,Change_Area,Change_PercentChange,TreeCanopy_2016_Percent,TreeCanopy_2021_Percent,Change_Percent_AbsDiff,OBJECTID_12_13,OBJECTID_12_13_14,TC_ID_12,OBJECTID_12_13_14_15,TC_ID_12_13,Shape__Area,Shape__Length
85,128,5302,005302,53033005302,53.02,Census Tract 53.02,577.31791617,0,33889.3109946826,128,94,,,,,,577.31791617,0.55084067,0.843,0.08927142,0.685,0.21417134,0.692,0.67391304,0.993,0.44628099,0.64,0.135,0.012,0.152,0.151,0.112,0.04046836,0.865,0.526,0,0,0.984,0.977,0.007,0.091,0.662,Second highest,0.767,Second highest,0.835,Highest priority/Most disadvantaged,0.354,Second lowest,4,,,25147996,5997296,8564340,85454,233768,4416935,2084478,3765725,14880858,10267138,23.8480076106263,34.0557553770885,0.339804412248197,0.929569099661062,17.5637653195109,8.28884337344415,14.9742548074208,59.1731364996241,40.8268635003759,5997296,8564340,24914228,3851179,12415519,24.0717713589199,34.375297520758,49.8330472049947,15.4577496842367,,587094,990976,5410202,6401178,5997296,-403882,-6.30949490859339,25.692861123371,24.0717713589199,-1.62108976445106,,,,,,25147965.4248962,33889.3068752234
86,129,11700,011700,53033011700,117,Census Tract 117,864.5608413,0,29886.4629554655,129,44,,,,,,864.5608413,0.8716429,0.993,0.26947613,0.925,0.40248194,0.948,0.35765883,0.775,0.74281768,0.97,0.219,0.119,0.224,0.111,0.091,0.15645617,0.8075,0.924,0.932,0.609,0.744,0.669,0.857,0.715,0.918,Highest priority/Most disadvantaged,0.963,Highest priority/Most disadvantaged,0.918,Highest priority/Most disadvantaged,0.813,Highest priority/Most disadvantaged,5,,,37649197,10958368,12394431,20509,0,4259285,3789355,6227249,23373308,14275889,29.1065118865616,32.9208375944911,0.0544739373857031,0,11.3130832511514,10.0649025794627,16.5401907509475,62.0818234184384,37.9181765815616,10958368,12394431,37649197,6247758,18642189,29.1065118865616,32.9208375944911,49.5155022828243,16.5946646883332,,859815,1571395,10098553,11669948,10958368,-711580,-6.0975421655692,30.9965389168858,29.1065118865616,-1.89002703032418,,,,,,37660266.785553,29886.4612963455
87,130,11800,011800,53033011800,118,Census Tract 118,573.96397953,0,26212.4290719653,130,67,,,,,,573.96397953,0.81988033,0.97,0.32246907,0.97,0.40676517,0.955,0.57296373,0.948,0.73578787,0.955,0.262,0.141,0.316,0.156,0.114,0.16152597,0.8069,0.984,0.984,1,0.992,0.992,0.872,0.73,0.993,Highest priority/Most disadvantaged,0.955,Highest priority/Most disadvantaged,0.963,Highest priority/Most disadvantaged,0.985,Highest priority/Most disadvantaged,5,,,25001837,5979101,7934555,102127,31380,4493648,2698128,3762898,14047163,10954674,23.9146467517567,31.7358880469463,0.408477985037659,0.125510777468072,17.9732713240231,10.7917190244861,15.0504860902821,56.1845235612087,43.8154764387913,5979101,7934555,24970457,3865025,11799580,23.9446999308022,31.7757700629988,47.2541611873583,15.4783911243595,,702824,1021628,5276277,6297905,5979101,-318804,-5.06206428963282,25.2214246619515,23.9446999308022,-1.27672473114929,,,,,,25001868.6043549,26212.4281402808
88,131,26400,026400,53033026400,264,Census Tract 264,15.90625081,0,5973.48437266712,131,135,,,,,,15.90625081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688597,231026,233719,23607,0,195,173719,26331,488352,200245,33.5502478227468,33.9413328841107,3.42827517401325,0,0.0283184504143933,25.2279635258359,3.82386214287893,70.9198558808708,29.0801441191292,231026,233719,688597,49938,283657,33.5502478227468,33.9413328841107,41.1934702010029,7.25213731689217,,25509,39537,205517,245054,231026,-14028,-5.72445256963771,35.5874335787115,33.5502478227468,-2.03718575596466,,,,,,692876.234085083,5973.48375650081
89,132,26500,026500,53033026500,265,Census Tract 265,100.50193079,0,11040.2901657048,132,83,,,,,,100.50193079,0.74122505,0.933,0.27823691,0.94,0.34640973,0.925,0.4959026,0.91,0.87154358,1,0.246,0.133,0.28,0.136,0.099,0.16967621,0.8028,0.969,0.962,0.954,0.939,0.924,0.894,0.767,0.978,Highest priority/Most disadvantaged,0.94,Highest priority/Most disadvantaged,0.978,Highest priority/Most disadvantaged,0.955,Highest priority/Most disadvantaged,5,,,4371001,1893398,1635988,0,0,158410,302170,381035,3529386,841615,43.3172630251057,37.4282229631153,0,0,3.62411264605064,6.91306179065161,8.71733957507674,80.745485988221,19.254514011779,1893398,1635988,4371001,381035,2017023,43.3172630251057,37.4282229631153,46.1455625381921,8.71733957507674,,137747,261315,1755651,2016966,1893398,-123568,-6.12642949856368,46.1442584890738,43.3172630251057,-2.8269954639681,,,,,,4377863.57997131,11040.2895212683
90,133,11002,011002,53033011002,110.02,Census Tract 110.02,414.16755798,0,22942.9362430166,133,110,,,,,,414.16755798,0.91288037,1,0.42989597,0.993,0.52105044,0.993,0.53563985,0.94,0.79572049,0.993,0.26,0.135,0.225,0.129,0.096,0.08542107,0.8138,0.977,0.969,0.624,0.917,0.857,0.345,0.64,0.963,Highest priority/Most disadvantaged,1,Highest priority/Most disadvantaged,0.985,Highest priority/Most disadvantaged,0.805,Highest priority/Most disadvantaged,5,,,18041147,3505275,6631549,113904,0,2292118,2753991,2744310,10250728,7790419,19.4293356181844,36.7579123433782,0.63135675353679,0,12.7049460879621,15.265054932483,15.2113942644556,56.8186047150993,43.1813952849007,3505275,6631549,18041147,2858214,9489763,19.4293356181844,36.7579123433782,52.6006633613705,15.8427510179924,,418851,377792,3086424,3464216,3505275,41059,1.18523209869131,19.2017503099997,19.4293356181844,0.227585308184672,,,,,,18041136.6185913,22942.9349297453
91,134,11001,011001,53033011001,110.01,Census Tract 110.01,264.58812219,0,16587.989208922,134,95,,,,,,264.58812219,0.86566542,0.985,0.32116295,0.963,0.43345849,0.978,0.66352003,0.985,0.75919522,0.978,0.27,0.149,0.271,0.142,0.105,0.25623912,0.8044,0.992,0.992,0.939,0.947,0.954,0.984,0.752,1,Highest priority/Most disadvantaged,0.985,Highest priority/Most disadvantaged,1,Highest priority/Most disadvantaged,0.993,Highest priority/Most disadvantaged,5,,,11525461,2338404,4355679,85994,0,2161924,1249016,1334444,6780077,4745384,20.2890279182759,37.7917985232868,0.74612199893783,0,18.7578093405548,10.8370155432394,11.5782266757052,58.8269484405006,41.1730515594994,2338404,4355679,11525461,1420438,5776117,20.2890279182759,37.7917985232868,50.1161471979299,12.324348674643,,329423,283999,2008981,2292980,2338404,45424,1.98100288707272,19.8949091927863,20.2890279182759,0.394118725489591,,,,,,11525457.4338531,16587.9884074755
92,135,11102,011102,53033011102,111.02,Census Tract 111.02,320.70770103,0,20411.1689646969,135,28,,,,,,320.70770103,0.62038814,0.865,0.20076012,0.88,0.35764555,0.933,0.43951965,0.888,0.6043956,0.835,0.207,0.112,0.249,0.115,0.094,0.11703621,0.7909,0.902,0.909,0.827,0.834,0.766,0.684,0.865,0.933,Highest priority/Most disadvantaged,0.895,Highest priority/Most disadvantaged,0.91,Highest priority/Most disadvantaged,0.895,Highest priority/Most disadvantaged,5,,,13970014,4111520,4324080,33829,9714,2603339,1164396,1723136,8479143,5490871,29.431037076985,30.952581722538,0.242154374362116,0.0695346475672823,18.6351924915752,8.33496659344794,12.3345330935245,60.6953078214524,39.3046921785476,4111520,4324080,13960300,1756965,6081045,29.4515160848979,30.9741194673467,43.5595581756839,12.5854387083372,,488013,555365,3623507,4178872,4111520,-67352,-1.61172680091661,29.9339699003603,29.4515160848979,-0.482453815462417,,,,,,13970025.5667877,20411.1678883828
93,136,11101,011101,53033011101,111.01,Census Tract 111.01,284.25593024,0,15560.3341363146,136,68,,,,,,284.25593024,0.81545649,0.963,0.32295558,0.978,0.41716955,0.963,0.35661189,0.767,0.71887967,0.933,0.222,0.127,0.24,0.115,0.095,0.18290119,0.8194,0.939,0.954,0.774,0.834,0.819,0.909,0.602,0.955,Highest priority/Most disadvantaged,0.97,Highest priority/Most disadvantaged,0.888,Highest priority/Most disadvantaged,0.918,Highest priority/Most disadvantaged,5,,,12382197,2257413,4329598,392,0,2526595,1531705,1736494,6587403,5794794,18.2311184356056,34.9663149439473,0.00316583559444257,0,20.40506220342,12.370219921392,14.0241186600407,53.2005992151474,46.7994007848526,2257413,4329598,12382197,1736886,6066484,18.2311184356056,34.9663149439473,48.9935994395825,14.0272844956351,,346670,403106,1910743,2313849,2257413,-56436,-2.43905285089909,18.6869018478708,18.2311184356056,-0.455783412265202,,,,,,12382187.6944885,15560.3335736337
94,137,10200,010200,53033010200,102,Census Tract 102,688.64247666,0,34014.9634474595,137,29,,,,,,688.64247666,0.36327609,0.632,0.08580232,0.677,0.15874064,0.572,0.12837539,0.219,0.36995909,0.497,0.145,0.082,0.228,0.09,0.088,0.0942452,0.8421,0.646,0.781,0.676,0.368,0.533,0.428,0.339,0.534,Middle,0.64,Second highest,0.361,Second lowest,0.587,Middle,3,,,29997334,13073427,8223292,28714,51887,3824726,2795312,1999976,21377320,8620014,43.5819629837772,27.413409471655,0.0957218398141648,0.17297203811512,12.7502197361939,9.31853477379023,6.66717915665439,71.2640663333615,28.7359336666385,13073427,8223292,29945447,2028690,10251982,43.6574782136329,27.4609091659243,34.2355283592861,6.77461919336185,,920914,1217425,12152513,13369938,13073427,-296511,-2.2177440164644,44.6476487727834,43.6574782136329,-0.990170559150449,,,,,,29997263.3970184,34014.9614384849
95,138,10300,010300,53033010300,103,Census Tract 103,410.24494011,0,19550.4206041243,138,14,,,,,,410.24494011,0.5849617,0.858,0.15120041,0.805,0.27809911,0.797,0.39193907,0.835,0.60938478,0.843,0.196,0.103,0.271,0.118,0.097,0.10693813,0.8042,0.864,0.894,0.939,0.879,0.879,0.563,0.76,0.895,Highest priority/Most disadvantaged,0.858,Highest priority/Most disadvantaged,0.873,Highest priority/Most disadvantaged,0.888,Highest priority/Most disadvantaged,5,,,17870295,4060056,5185537,86453,0,4034940,2215697,2287612,9332046,8538249,22.7195801748096,29.017635131373,0.483780485996454,0,22.5790340898122,12.3987712569938,12.8011988610149,52.2209957921791,47.7790042078209,4060056,5185537,17870295,2374065,7559602,22.7195801748096,29.017635131373,42.3026144783844,13.2849793470113,,514360,616358,3545696,4162054,4060056,-101998,-2.45066498416407,23.2903485924547,22.7195801748096,-0.570768417645034,,,,,,17870267.0887756,19550.4199920416
96,139,10401,010401,53033010401,104.01,Census Tract 104.01,399.52657384,0,17272.8099728438,139,45,,,,,,399.52657384,0.81341436,0.955,0.40319124,0.985,0.46635156,0.985,0.40290052,0.85,0.6826311,0.91,0.225,0.124,0.205,0.111,0.088,0.11654949,0.8481,0.947,0.947,0.21,0.744,0.533,0.669,0.271,0.888,Highest priority/Most disadvantaged,0.978,Highest priority/Most disadvantaged,0.925,Highest priority/Most disadvantaged,0.677,Second highest,5,,,17403362,4701376,7011242,1196,0,2776590,1714515,1198443,11713814,5689548,27.0141826619477,40.2867101195734,0.0068722353761302,0,15.9543311229175,9.85163096647648,6.8862728937087,67.3077650168973,32.6922349831027,4701376,7011242,17403362,1199639,8210881,27.0141826619477,40.2867101195734,47.1798552486583,6.89314512908483,,469355,664905,4232021,4896926,4701376,-195550,-3.99332152456459,28.1378161300098,27.0141826619477,-1.12363346806209,,,,,,17403376.5589447,17272.8090722241
97,140,10402,010402,53033010402,104.02,Census Tract 104.02,444.50588817,0,20320.4862007994,140,69,,,,,,444.50588817,0.75555556,0.94,0.30917031,0.955,0.4224261,0.97,0.18955988,0.474,0.65881033,0.888,0.191,0.1,0.189,0.098,0.082,0.10448859,0.8454,0.849,0.879,0.007,0.548,0.037,0.526,0.301,0.737,Second highest,0.948,Highest priority/Most disadvantaged,0.685,Second highest,0.474,Middle,4,,,19362671,3837041,7267514,2,0,3176066,2870321,2211727,11104557,8258114,19.8166926453484,37.5336336603561,1.03291534520212e-05,0,16.4030365438735,14.8239930327794,11.4226337884892,57.3503366348579,42.6496633651421,3837041,7267514,19362671,2211729,9479243,19.8166926453484,37.5336336603561,48.9562777779987,11.4226441176427,,485671,605786,3351370,3957156,3837041,-120115,-3.03538703048351,20.4370357787931,19.8166926453484,-0.620343133444763,,,,,,19362673.6441803,20320.4849762672
98,141,9300,009300,53033009300,93,Census Tract 93,2341.80655738,0,53536.2778314404,141,30,,,,,,2341.80655738,0.5388582,0.82,0.1746988,0.843,0.24051565,0.737,0.29193984,0.662,0.57882676,0.813,0.18,0.091,0.25,0.112,0.09,0.18543897,0.7839,0.819,0.827,0.834,0.759,0.639,0.917,0.903,0.82,Highest priority/Most disadvantaged,0.828,Highest priority/Most disadvantaged,0.752,Second highest,0.873,Highest priority/Most disadvantaged,5,,,102009011,9130934,8542529,454142,152181,21120987,15135643,47472595,18279786,83729225,8.95110530970641,8.37428862044354,0.445197924720592,0.149183879451591,20.7050208535009,14.8375548901263,46.5376485220507,17.9197757343221,82.0802242656779,9130934,8542529,101856830,47926737,56469266,8.9644788670529,8.38680037460424,55.4398423748314,47.0530420002272,,725694,898053,8405240,9303293,9130934,-172359,-1.85266657730763,9.13369579634473,8.9644788670529,-0.169216929291832,,,,,,102009082.569946,53536.2741232828
99,142,10001,010001,53033010001,100.01,Census Tract 100.01,571.8336739,0,25228.68070737,142,111,,,,,,571.8336739,0.66791394,0.91,0.23990861,0.918,0.33652947,0.918,0.33753868,0.73,0.5716244,0.805,0.21,0.119,0.24,0.114,0.093,0.1000304,0.8246,0.909,0.932,0.774,0.812,0.751,0.488,0.557,0.843,Highest priority/Most disadvantaged,0.925,Highest priority/Most disadvantaged,0.79,Second highest,0.797,Highest priority/Most disadvantaged,5,,,24909056,7004749,9295985,30821,0,3093353,2126185,3357963,16331555,8577501,28.1212945203544,37.3197001122805,0.123734115014234,0,12.4185878421085,8.53579115964892,13.4808922505935,65.564728747649,34.435271252351,7004749,9295985,24909056,3388784,12684769,28.1212945203544,37.3197001122805,50.9243264778882,13.6046263656078,,578938,717827,6425811,7143638,7004749,-138889,-1.94423345639855,28.6788788784288,28.1212945203544,-0.557584358074433,,,,,,24909072.7556458,25228.6800004209
100,143,10100,010100,53033010100,101,Census Tract 101,616.50903838,0,26431.9276059889,143,46,,,,,,616.50903838,0.6318969,0.888,0.11842483,0.76,0.1964022,0.662,0.33818282,0.737,0.54477612,0.782,0.173,0.098,0.253,0.104,0.094,0.14483821,0.7849,0.796,0.864,0.864,0.661,0.766,0.804,0.895,0.813,Highest priority/Most disadvantaged,0.813,Highest priority/Most disadvantaged,0.775,Second highest,0.858,Highest priority/Most disadvantaged,5,,,26855101,6957909,9587897,67206,39091,4477092,2953900,2772006,16652103,10202998,25.9090777577042,35.7023308160338,0.250254132352733,0.145562662378369,16.6712908657465,10.9994000767303,10.3220836890541,62.0072253684691,37.9927746315309,6957909,9587897,26816010,2839212,12427109,25.9468466785327,35.7543758374195,46.3421254690761,10.5877496316566,,876059,909085,6081850,6990935,6957909,-33026,-0.472411773246354,26.0700044488349,25.9468466785327,-0.123157770302139,,,,,,26855130.3314667,26431.9252032327
101,144,9500,009500,53033009500,95,Census Tract 95,629.16234408,0,30363.8884672654,144,31,,,,,,629.16234408,0.38073821,0.67,0.08161306,0.655,0.17586849,0.617,0.30291744,0.685,0.39068783,0.564,0.157,0.089,0.244,0.099,0.092,0.1379842,0.8314,0.714,0.812,0.796,0.571,0.721,0.774,0.482,0.707,Second highest,0.655,Second highest,0.655,Second highest,0.752,Second highest,4,,,27406272,8991188,7416958,139508,35400,4708189,3410738,2704291,16583054,10823218,32.8070450442877,27.0629949232059,0.509036763555437,0.129167513188222,17.1792391172356,12.4451001580952,9.86741648043192,60.5082442442372,39.4917557557628,8991188,7416958,27370872,2843799,10260757,32.8494758953971,27.0979967317081,37.487870317029,10.3898735853209,,917650,1021929,8073538,9095467,8991188,-104279,-1.14649418221186,33.2304611997747,32.8494758953971,-0.380985304377589,,,,,,27406308.0880737,30363.886827358
102,145,10002,010002,53033010002,100.02,Census Tract 100.02,234.3109908,0,14049.2910188845,145,47,,,,,,234.3109908,0.6464,0.903,0.27555556,0.933,0.3332,0.903,0.39122596,0.828,0.60359379,0.828,0.187,0.093,0.214,0.106,0.086,0.11184695,0.8347,0.842,0.834,0.375,0.691,0.345,0.631,0.414,0.79,Second highest,0.91,Highest priority/Most disadvantaged,0.843,Highest priority/Most disadvantaged,0.64,Second highest,4,,,10206619,1722366,3073217,0,0,2370007,1721410,1319619,4795583,5411036,16.8749906310797,30.1100393773883,0,0,23.2202945951054,16.8656241601651,12.9290512362615,46.985030008468,53.014969991532,1722366,3073217,10206619,1319619,4392836,16.8749906310797,30.1100393773883,43.0390906136498,12.9290512362615,,291130,230041,1431236,1661277,1722366,61089,3.67723143100157,16.2764672610979,16.8749906310797,0.598523369981773,,,,,,10206585.0431824,14049.2903449313
103,146,9400,009400,53033009400,94,Census Tract 94,425.76556057,0,19268.3852562003,146,32,,,,,,425.76556057,0.69337369,0.918,0.29474044,0.948,0.36747372,0.94,0.3498627,0.76,0.58864353,0.82,0.195,0.096,0.232,0.113,0.089,0.11455231,0.8429,0.857,0.857,0.699,0.796,0.593,0.646,0.316,0.835,Highest priority/Most disadvantaged,0.94,Highest priority/Most disadvantaged,0.805,Highest priority/Most disadvantaged,0.73,Second highest,5,,,18546303,3992559,4512207,36353,0,3380390,3664948,2959846,8541119,10005184,21.5275195277463,24.3294148704461,0.1960121108773,0,18.2267592630186,19.7610704408313,15.9592237870804,46.0529465090698,53.9470534909302,3992559,4512207,18546303,2996199,7508406,21.5275195277463,24.3294148704461,40.4846507684038,16.1552358979577,,475804,612149,3516755,4128904,3992559,-136345,-3.30220804358735,22.2626795216276,21.5275195277463,-0.735159993881261,,,,,,18546346.1405945,19268.3842869459
104,147,8900,008900,53033008900,89,Census Tract 89,314.30114156,0,19330.3976072001,147,48,,,,,,314.30114156,0.49244826,0.782,0.03363142,0.391,0.08558643,0.173,0.33881453,0.745,0.45371312,0.655,0.143,0.076,0.252,0.097,0.093,0.14697074,0.7874,0.616,0.714,0.857,0.526,0.751,0.827,0.88,0.7,Second highest,0.557,Middle,0.707,Second highest,0.782,Second highest,4,,,13690952,4483010,3795653,13587,31914,2876053,1636493,854242,8324164,5366788,32.744326325883,27.7238062042727,0.0992407248232263,0.233102855082685,21.0069613858846,11.9530986596111,6.23946384444267,60.8004761100616,39.1995238899384,4483010,3795653,13659038,867829,4663482,32.8208326237909,27.7885821827277,34.1420969763756,6.35351479364799,,485082,576216,3997928,4574144,4483010,-91134,-1.99237278056834,33.4880392015895,32.8208326237909,-0.667206577798524,,,,,,13690956.8395386,19330.3969379789
105,148,9000,009000,53033009000,90,Census Tract 90,202.79941598,0,13601.1893800814,148,70,,,,,,202.79941598,0.62676056,0.873,0.21927498,0.895,0.32816901,0.888,0.36809816,0.797,0.56004289,0.797,0.202,0.117,0.233,0.105,0.089,0.20782726,0.7772,0.879,0.924,0.714,0.684,0.593,0.947,0.933,0.88,Highest priority/Most disadvantaged,0.888,Highest priority/Most disadvantaged,0.82,Highest priority/Most disadvantaged,0.865,Highest priority/Most disadvantaged,5,,,8833931,1564323,2371482,43137,0,2303946,1359580,1191463,3978942,4854989,17.7081188431288,26.8451496847779,0.488310356963395,0,26.080642921028,15.3904303757863,13.4873478183155,45.0415788848702,54.9584211151298,1564323,2371482,8833931,1234600,3606082,17.7081188431288,26.8451496847779,40.8208078600569,13.9756581752789,,207810,215698,1356513,1572211,1564323,-7888,-0.501713828487398,17.7974109148011,17.7081188431288,-0.0892920716722827,,,,,,8833941.27044678,13601.1887114868
106,149,9100,009100,53033009100,91,Census Tract 91,103.49174734,0,10577.2433790972,149,84,,,,,,103.49174734,0.83441793,0.978,0.48868431,1,0.60159074,1,0.64872727,0.97,0.72088637,0.94,0.277,0.177,0.211,0.117,0.087,0.21479185,0.9104,1,1,0.345,0.857,0.458,0.962,0,0.91,Highest priority/Most disadvantaged,0.993,Highest priority/Most disadvantaged,0.978,Highest priority/Most disadvantaged,0.722,Second highest,5,,,4508099,375726,531055,23711,0,1211838,1245594,1120175,930492,3577607,8.33446647910793,11.78002080256,0.525964491906677,0,26.8813528717981,27.6301385572943,24.848056797333,20.6404517735746,79.3595482264254,375726,531055,4508099,1143886,1674941,8.33446647910793,11.78002080256,37.1540420917997,25.3740212892397,,52500,131185,323226,454411,375726,-78685,-17.3158220201536,10.0798806769771,8.33446647910793,-1.74541419786921,,,,,,4508100.36276245,10577.2430433903
107,153,12100,012100,53033012100,121,Census Tract 121,422.2941128,0,25850.3223607035,153,96,,,,,,422.2941128,0.22079824,0.346,0.02805924,0.331,0.09264006,0.219,0.04305865,0,0.45560205,0.662,0.13,0.075,0.221,0.084,0.085,0.11684783,0.8568,0.473,0.691,0.533,0.172,0.24,0.676,0.166,0.361,Second lowest,0.316,Second lowest,0.316,Second lowest,0.422,Middle,2,,,18395080,7631798,5572344,281082,27115,2608786,1165792,1108163,13512339,4882741,41.488256642537,30.2925782328753,1.52802814665661,0.147403544860908,14.1819769199155,6.33752068487878,6.02423582827582,73.4562665669299,26.5437334330701,7631798,5572344,18367965,1389245,6961589,41.5495020814772,30.3372964833067,37.9007091966911,7.56341271338442,,620470,746410,7011328,7757738,7631798,-125940,-1.62341136037335,42.2351523426792,41.5495020814772,-0.685650261202042,,,,,,18395129.6328583,25850.3206276143
108,154,12000,012000,53033012000,120,Census Tract 120,357.68454201,0,17328.0300800889,154,71,,,,,,357.68454201,0.18220824,0.219,0.00925355,0.038,0.0471968,0.016,0.10898169,0.121,0.51133698,0.737,0.142,0.067,0.238,0.1,0.09,0.12321755,0.8323,0.601,0.571,0.766,0.593,0.639,0.729,0.467,0.452,Middle,0.091,Lowest,0.452,Middle,0.685,Second highest,3,,,15580732,4289114,5776555,8922,0,2714402,1606037,1185702,10074591,5506141,27.5283215191687,37.0749910851429,0.0572630348818014,0,17.4215306443882,10.3078404788684,7.61005323755007,64.6605756391933,35.3394243608067,4289114,5776555,15580732,1194624,6971179,27.5283215191687,37.0749910851429,44.7423073575747,7.66731627243187,,524206,560882,3764908,4325790,4289114,-36676,-0.847845133490068,27.7637148241816,27.5283215191687,-0.235393305012888,,,,,,15580736.3403473,17328.0290785958
109,155,11402,011402,53033011402,114.02,Census Tract 114.02,293.09567789,0,17329.7364208416,155,15,,,,,,293.09567789,0.57095998,0.85,0.21755635,0.888,0.30177127,0.858,0.38617975,0.82,0.61938611,0.858,0.201,0.095,0.268,0.126,0.098,0.16875174,0.7961,0.872,0.849,0.932,0.902,0.902,0.887,0.805,0.94,Highest priority/Most disadvantaged,0.88,Highest priority/Most disadvantaged,0.873,Highest priority/Most disadvantaged,0.948,Highest priority/Most disadvantaged,5,,,12760733,2379209,3880793,29859,0,2632664,1745136,2093072,6289861,6470872,18.6447675066942,30.4119912233882,0.233991260533388,0,20.6309778599709,13.6758288101475,16.4024433392659,49.2907499906157,50.7092500093843,2379209,3880793,12760733,2122931,6003724,18.6447675066942,30.4119912233882,47.0484258231874,16.6364345997992,,325009,406538,2054200,2460738,2379209,-81529,-3.31319303395973,19.2836728109584,18.6447675066942,-0.638905304264259,,,,,,12767246.0582275,17329.7354250223
110,156,11600,011600,53033011600,116,Census Tract 116,769.56875538,0,31928.9021557164,156,16,,,,,,769.56875538,0.14012284,0.076,0.01662346,0.173,0.04427939,0.008,0.12435308,0.204,0.39379787,0.572,0.137,0.07,0.225,0.09,0.087,0.09382274,0.8267,0.548,0.631,0.624,0.368,0.458,0.421,0.534,0.346,Second lowest,0.053,Lowest,0.414,Middle,0.557,Middle,2,,,33522375,14141647,9355980,219302,21143,4911699,3143539,1729065,23738072,9784303,42.1856953751039,27.9096573557214,0.654195891550047,0.0630713068510211,14.6520018345955,9.37743522050571,5.15794301567237,70.8126199292264,29.1873800707736,14141647,9355980,33501232,1948367,11304347,42.2123192364985,27.9272714507932,33.7430784635025,5.81580701270926,,1064277,1163240,13077370,14240610,14141647,-98963,-0.694935118650114,42.5077203130918,42.2123192364985,-0.295401076593244,,,,,,33522412.5051575,31928.9002242576
111,157,11300,011300,53033011300,113,Census Tract 113,790.59093958,0,26299.4479606126,157,85,,,,,,790.59093958,0.52452668,0.813,0.13247344,0.782,0.21815835,0.707,0.31820801,0.7,0.73981629,0.963,0.175,0.077,0.243,0.117,0.094,0.18695015,0.7742,0.804,0.751,0.789,0.857,0.766,0.924,0.94,0.88,Highest priority/Most disadvantaged,0.782,Second highest,0.858,Highest priority/Most disadvantaged,0.925,Highest priority/Most disadvantaged,5,,,34432422,12696702,11217718,75395,0,4336035,2999611,3106961,23989815,10442607,36.8742634485602,32.5789396981717,0.218965136986297,0,12.5928841136996,8.71158874621135,9.02335885637089,69.6721682837182,30.3278317162818,12696702,11217718,34432422,3182356,14400074,36.8742634485602,32.5789396981717,41.8212636915289,9.24232399335719,,902199,1798551,11794503,13593054,12696702,-896352,-6.59419141570393,39.4774843314827,36.8742634485602,-2.60322088292249,,,,,,34438137.4145966,26299.4464586322
